code,ym,T,propensity,in_support
6901028009744,202503,1.0,0.41842670337120474,True
6901028009744,202504,0.0,0.5028276799147136,True
6901028009744,202505,1.0,0.5722931842355657,True
6901028009744,202506,0.0,0.6533915592308343,True
6901028009744,202507,0.0,0.4962169653106787,True
6901028009744,202508,0.0,0.41176217533439774,True
6901028009744,202509,1.0,0.48995748990456534,True
6901028009744,202510,0.0,0.4990142477757239,True
6901028009744,202511,0.0,0.5216035947541101,True
6901028009744,202512,1.0,0.4954789273555214,True
6901028009744,202601,0.0,0.6543724363904199,True
6901028009744,202602,0.0,0.4104555841168526,True
6901028009744,202603,0.0,0.2875293497286369,True
6901028009744,202604,1.0,0.41126765311666014,True
6901028009744,202605,0.0,0.25551544184874186,True
6901028009744,202606,1.0,0.30417638890329646,True
6901028009805,202502,0.0,0.3826404457740971,True
6901028009805,202503,0.0,0.4445477356523164,True
6901028009805,202504,0.0,0.40714896281538576,True
6901028009805,202505,0.0,0.5218711896264173,True
6901028009805,202506,0.0,0.7980528606799085,True
6901028009805,202507,0.0,0.6482672971802852,True
6901028009805,202508,0.0,0.28488879891277846,True
6901028009805,202509,0.0,0.3067019848450401,True
6901028009805,202510,0.0,0.4876664699839602,True
6901028009805,202511,0.0,0.6494077332304522,True
6901028009805,202512,0.0,0.5800876639454671,True
6901028009805,202601,0.0,0.4841825594856364,True
6901028009805,202602,0.0,0.5048131019664445,True
6901028009805,202603,0.0,0.3187598935774464,True
6901028009805,202604,0.0,0.6689035654142677,True
6901028009805,202605,1.0,0.6795398304497344,True
6901028009805,202606,0.0,0.9400350942695601,True
6901028010115,202505,1.0,0.7167567872835395,True
6901028010115,202506,0.0,0.7395034026111769,True
6901028010115,202602,0.0,0.8382010635377406,True
6901028010115,202603,1.0,0.5737247323017888,True
6901028010115,202604,0.0,0.730116152349928,True
6901028010115,202605,0.0,0.7884518611235534,True
6901028010115,202606,1.0,0.7610899674336424,True
6901028010771,202603,0.0,0.5127628197462943,True
6901028010771,202604,0.0,0.43568723045711305,True
6901028010771,202605,0.0,0.5234594868685556,True
6901028010771,202606,0.0,0.5143552704376271,True
6901028011785,202506,0.0,0.6007284204620604,True
6901028011785,202507,0.0,0.6092526830831638,True
6901028011785,202604,0.0,0.46579911516288197,True
6901028011785,202605,0.0,0.5755138685052542,True
6901028011785,202606,0.0,0.6359444203976572,True
6901028012003,202502,0.0,0.8149887982065656,True
6901028012003,202503,0.0,0.5078857862099501,True
6901028012003,202504,0.0,0.474613967201376,True
6901028012003,202505,0.0,0.5178085470641198,True
6901028012003,202506,0.0,0.5800388174312261,True
6901028012003,202507,1.0,0.6501308771228538,True
6901028012003,202508,0.0,0.47600947192367793,True
6901028012003,202509,0.0,0.31667829246478196,True
6901028012003,202603,0.0,0.5213026575533962,True
6901028012003,202604,0.0,0.5585313176994683,True
6901028012003,202605,0.0,0.6785354092123174,True
6901028013611,202506,1.0,0.7640950704268598,True
6901028013611,202507,0.0,0.6746237649152106,True
6901028018722,202502,1.0,0.8063284891785036,True
6901028024976,202503,1.0,0.5560335971326043,True
6901028024976,202505,0.0,0.6241990166475132,True
6901028024976,202506,0.0,0.7054166035621273,True
